JSPACE = 0 ; abundances from Jenkins 2009 for C O N /10 and depleted for the heavier elements
 104 H2CCO       0  2  0  2  0  1  0  0  0  0  0  0  0  0  0.00000000e+00
 105 C2H3        0  3  0  2  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 106 C4N         0  0  0  4  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 107 C4P         0  0  0  4  0  0  0  0  0  0  0  0  1  0  0.00000000e+00
 108 C4S         0  0  0  4  0  0  0  1  0  0  0  0  0  0  0.00000000e+00
 109 HCOOH       0  2  0  1  0  2  0  0  0  0  0  0  0  0  0.00000000e+00
 110 CH2PH       0  3  0  1  0  0  0  0  0  0  0  0  1  0  0.00000000e+00
 111 CH2NH       0  3  0  1  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 112 c-HCCHSi    0  2  0  2  0  0  1  0  0  0  0  0  0  0  0.00000000e+00
 113 SiC3H       0  1  0  3  0  0  1  0  0  0  0  0  0  0  0.00000000e+00
 114 SiC4        0  0  0  4  0  0  1  0  0  0  0  0  0  0  0.00000000e+00
 115 SiCH3       0  3  0  1  0  0  1  0  0  0  0  0  0  0  0.00000000e+00
 116 SiH4        0  4  0  0  0  0  1  0  0  0  0  0  0  0  0.00000000e+00
 117 HCNCC       0  1  0  3  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 118 HCCNC       0  1  0  3  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 119 HNCCC       0  1  0  3  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 120 NH2CN       0  2  0  1  2  0  0  0  0  0  0  0  0  0  0.00000000e+00
 121 C6          0  0  0  6  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 122 CH3CN       0  3  0  2  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 123 CH2CCH      0  3  0  3  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 124 C2H4        0  4  0  2  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 125 HC4N        0  1  0  4  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 126 C4H2        0  2  0  4  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 127 C5H         0  1  0  5  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 128 C5N         0  0  0  5  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 129 CH3OH       0  4  0  1  0  1  0  0  0  0  0  0  0  0  0.00000000e+00
 130 NH2CHO      0  3  0  1  1  1  0  0  0  0  0  0  0  0  0.00000000e+00
 131 C5O         0  0  0  5  0  1  0  0  0  0  0  0  0  0  0.00000000e+00
 132 C7          0  0  0  7  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 133 HC5N        0  1  0  5  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 134 CH3CHO      0  4  0  2  0  1  0  0  0  0  0  0  0  0  0.00000000e+00
 135 C2H5        0  5  0  2  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 136 CH2CHCN     0  3  0  3  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 137 CH3CCH      0  4  0  3  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 138 C5H2        0  2  0  5  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 139 C6H         0  1  0  6  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 140 CH3NH2      0  5  0  1  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 141 C4H3        0  3  0  4  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 142 C6N         0  0  0  6  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 143 C8          0  0  0  8  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 144 HC6N        0  1  0  6  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 145 CH2CHC2H    0  4  0  4  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 146 C6H2        0  2  0  6  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 147 C7H         0  1  0  7  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 148 C7N         0  0  0  7  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 149 CH3C3N      0  3  0  4  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 150 HCOOCH3     0  4  0  2  0  2  0  0  0  0  0  0  0  0  0.00000000e+00
 151 C2H6        0  6  0  2  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 152 C7O         0  0  0  7  0  1  0  0  0  0  0  0  0  0  0.00000000e+00
 153 C9          0  0  0  9  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 154 HC7N        0  1  0  7  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 155 CH3CH2OH    0  6  0  2  0  1  0  0  0  0  0  0  0  0  0.00000000e+00
 156 C7H2        0  2  0  7  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 157 C8H         0  1  0  8  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 158 CH3C4H      0  4  0  5  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 159 CH3OCH3     0  6  0  2  0  1  0  0  0  0  0  0  0  0  0.00000000e+00
 160 CH3CHCH2    0  6  0  3  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 161 C8N         0  0  0  8  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 162 C10         0  0  0 10  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 163 CH3COCH3    0  6  0  3  0  1  0  0  0  0  0  0  0  0  0.00000000e+00
 164 C8H2        0  2  0  8  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 165 C9H         0  1  0  9  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 166 C9N         0  0  0  9  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 167 CH3C5N      0  3  0  6  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 168 HC8N        0  1  0  8  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 169 CH2CHCHCH2  0  6  0  4  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 170 C9O         0  0  0  9  0  1  0  0  0  0  0  0  0  0  0.00000000e+00
 171 HC9N        0  1  0  9  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 172 C10H        0  1  0 10  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 173 C9H2        0  2  0  9  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 174 CH3C6H      0  4  0  7  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 175 C11         0  0  0 11  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 176 C10N        0  0  0 10  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 177 CH3C7N      0  3  0  8  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 178 C10H2       0  2  0 10  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 179 c-C6H6      0  6  0  6  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 180 Si+         1  0  0  0  0  0  1  0  0  0  0  0  0  0  8.00000000e-09
 181 C+          1  0  0  1  0  0  0  0  0  0  0  0  0  0  2.00000000e-04
 182 C-         -1  0  0  1  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 183 H-         -1  1  0  0  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 184 O-         -1  0  0  0  0  1  0  0  0  0  0  0  0  0  0.00000000e+00
 185 S-         -1  0  0  0  0  0  0  1  0  0  0  0  0  0  0.00000000e+00
 186 He+         1  0  1  0  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 187 H+          1  1  0  0  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 188 Fe+         1  0  0  0  0  0  0  0  1  0  0  0  0  0  3.00000000e-09
 189 Mg+         1  0  0  0  0  0  0  0  0  0  1  0  0  0  7.00000000e-09
 190 N+          1  0  0  0  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 191 Na+         1  0  0  0  0  0  0  0  0  1  0  0  0  0  2.00000000e-09
 192 O+          1  0  0  0  0  1  0  0  0  0  0  0  0  0  0.00000000e+00
 193 S+          1  0  0  0  0  0  0  1  0  0  0  0  0  0  8.00000000e-08
 194 Cl+         1  0  0  0  0  0  0  0  0  0  0  1  0  0  1.00000000e-09
 195 F+          1  0  0  0  0  0  0  0  0  0  0  0  0  1  1.00000000e-09
 196 P+          1  0  0  0  0  0  0  0  0  0  0  0  1  0  2.00000000e-10
 197 e-         -1  0  0  0  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 198 CH+         1  1  0  1  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 199 H2+         1  2  0  0  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 200 OH+         1  1  0  0  0  1  0  0  0  0  0  0  0  0  0.00000000e+00
 201 SiH+        1  1  0  0  0  0  1  0  0  0  0  0  0  0  0.00000000e+00
 202 C2+         1  0  0  2  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 203 CN-        -1  0  0  1  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 204 OH-        -1  1  0  0  0  1  0  0  0  0  0  0  0  0  0.00000000e+00
 205 CF+         1  0  0  1  0  0  0  0  0  0  0  0  0  1  0.00000000e+00
 206 HS+         1  1  0  0  0  0  0  1  0  0  0  0  0  0  0.00000000e+00
 207 SO+         1  0  0  0  0  1  0  1  0  0  0  0  0  0  0.00000000e+00
 208 CCl+        1  0  0  1  0  0  0  0  0  0  0  1  0  0  0.00000000e+00
 209 CN+         1  0  0  1  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 210 CO+         1  0  0  1  0  1  0  0  0  0  0  0  0  0  0.00000000e+00
 211 CP+         1  0  0  1  0  0  0  0  0  0  0  0  1  0  0.00000000e+00
 212 CS+         1  0  0  1  0  0  0  1  0  0  0  0  0  0  0.00000000e+00
 213 HCl+        1  1  0  0  0  0  0  0  0  0  0  1  0  0  0.00000000e+00
 214 HF+         1  1  0  0  0  0  0  0  0  0  0  0  0  1  0.00000000e+00
 215 HeH+        1  1  1  0  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 216 N2+         1  0  0  0  2  0  0  0  0  0  0  0  0  0  0.00000000e+00
 217 NH+         1  1  0  0  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 218 NO+         1  0  0  0  1  1  0  0  0  0  0  0  0  0  0.00000000e+00
 219 NS+         1  0  0  0  1  0  0  1  0  0  0  0  0  0  0.00000000e+00
 220 O2+         1  0  0  0  0  2  0  0  0  0  0  0  0  0  0.00000000e+00
 221 PH+         1  1  0  0  0  0  0  0  0  0  0  0  1  0  0.00000000e+00
 222 PN+         1  0  0  0  1  0  0  0  0  0  0  0  1  0  0.00000000e+00
 223 PO+         1  0  0  0  0  1  0  0  0  0  0  0  1  0  0.00000000e+00
 224 S2+         1  0  0  0  0  0  0  2  0  0  0  0  0  0  0.00000000e+00
 225 SiC+        1  0  0  1  0  0  1  0  0  0  0  0  0  0  0.00000000e+00
 226 SiN+        1  0  0  0  1  0  1  0  0  0  0  0  0  0  0.00000000e+00
 227 SiO+        1  0  0  0  0  1  1  0  0  0  0  0  0  0  0.00000000e+00
 228 SiS+        1  0  0  0  0  0  1  1  0  0  0  0  0  0  0.00000000e+00
 229 SiF+        1  0  0  0  0  0  1  0  0  0  0  0  0  1  0.00000000e+00
 230 CH2+        1  2  0  1  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 231 C2N+        1  0  0  2  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 232 CNC+        1  0  0  2  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 233 HSiO+       1  1  0  0  0  1  1  0  0  0  0  0  0  0  0.00000000e+00
 234 N2H+        1  1  0  0  2  0  0  0  0  0  0  0  0  0  0.00000000e+00
 235 C2H+        1  1  0  2  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 236 H3+         1  3  0  0  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 237 C3-        -1  0  0  3  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 238 HCO+        1  1  0  1  0  1  0  0  0  0  0  0  0  0  0.00000000e+00
 239 HSO+        1  1  0  0  0  1  0  1  0  0  0  0  0  0  0.00000000e+00
 240 H2S+        1  2  0  0  0  0  0  1  0  0  0  0  0  0  0.00000000e+00
 241 HCS+        1  1  0  1  0  0  0  1  0  0  0  0  0  0  0.00000000e+00
 242 HPO+        1  1  0  0  0  1  0  0  0  0  0  0  1  0  0.00000000e+00
 243 C2O+        1  0  0  2  0  1  0  0  0  0  0  0  0  0  0.00000000e+00
 244 C2S+        1  0  0  2  0  0  0  1  0  0  0  0  0  0  0.00000000e+00
 245 C3+         1  0  0  3  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 246 CCP+        1  0  0  2  0  0  0  0  0  0  0  0  1  0  0.00000000e+00
 247 CHSi+       1  1  0  1  0  0  1  0  0  0  0  0  0  0  0.00000000e+00
 248 CO2+        1  0  0  1  0  2  0  0  0  0  0  0  0  0  0.00000000e+00
 249 H2Cl+       1  2  0  0  0  0  0  0  0  0  0  1  0  0  0.00000000e+00
 250 H2F+        1  2  0  0  0  0  0  0  0  0  0  0  0  1  0.00000000e+00
 251 H2O+        1  2  0  0  0  1  0  0  0  0  0  0  0  0  0.00000000e+00
 252 HCN+        1  1  0  1  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 253 HCP+        1  1  0  1  0  0  0  0  0  0  0  0  1  0  0.00000000e+00
 254 HNC+        1  1  0  1  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 255 HNO+        1  1  0  0  1  1  0  0  0  0  0  0  0  0  0.00000000e+00
 256 HNS+        1  1  0  0  1  0  0  1  0  0  0  0  0  0  0.00000000e+00
 257 HNSi+       1  1  0  0  1  0  1  0  0  0  0  0  0  0  0.00000000e+00
 258 HOC+        1  1  0  1  0  1  0  0  0  0  0  0  0  0  0.00000000e+00
 259 HPN+        1  1  0  0  1  0  0  0  0  0  0  0  1  0  0.00000000e+00
 260 HSiS+       1  1  0  0  0  0  1  1  0  0  0  0  0  0  0.00000000e+00
 261 NaH2+       1  2  0  0  0  0  0  0  0  1  0  0  0  0  0.00000000e+00
 262 NCO+        1  0  0  1  1  1  0  0  0  0  0  0  0  0  0.00000000e+00
 263 NH2+        1  2  0  0  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 264 NO2+        1  0  0  0  1  2  0  0  0  0  0  0  0  0  0.00000000e+00
 265 HO2+        1  1  0  0  0  2  0  0  0  0  0  0  0  0  0.00000000e+00
 266 OCS+        1  0  0  1  0  1  0  1  0  0  0  0  0  0  0.00000000e+00
 267 PH2+        1  2  0  0  0  0  0  0  0  0  0  0  1  0  0.00000000e+00
 268 HS2+        1  1  0  0  0  0  0  2  0  0  0  0  0  0  0.00000000e+00
 269 SiC2+       1  0  0  2  0  0  1  0  0  0  0  0  0  0  0.00000000e+00
 270 SiH2+       1  2  0  0  0  0  1  0  0  0  0  0  0  0  0.00000000e+00
 271 SiNC+       1  0  0  1  1  0  1  0  0  0  0  0  0  0  0.00000000e+00
 272 SO2+        1  0  0  0  0  2  0  1  0  0  0  0  0  0  0.00000000e+00
 273 HCNH+       1  2  0  1  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 274 HC2N+       1  1  0  2  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 275 C3H+        1  1  0  3  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 276 C4+         1  0  0  4  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 277 H2CO+       1  2  0  1  0  1  0  0  0  0  0  0  0  0  0.00000000e+00
 278 CH3+        1  3  0  1  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 279 C3N-       -1  0  0  3  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 280 C4-        -1  0  0  4  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 281 H3O+        1  3  0  0  0  1  0  0  0  0  0  0  0  0  0.00000000e+00
 282 H2NO+       1  2  0  0  1  1  0  0  0  0  0  0  0  0  0.00000000e+00
 283 H3S+        1  3  0  0  0  0  0  1  0  0  0  0  0  0  0.00000000e+00
 284 HC2S+       1  1  0  2  0  0  0  1  0  0  0  0  0  0  0.00000000e+00
 285 HOCS+       1  1  0  1  0  1  0  1  0  0  0  0  0  0  0.00000000e+00
 286 PCH2+       1  2  0  1  0  0  0  0  0  0  0  0  1  0  0.00000000e+00
 287 H2S2+       1  2  0  0  0  0  0  2  0  0  0  0  0  0  0.00000000e+00
 288 C2H2+       1  2  0  2  0  0  0  0  0  0  0  0  0  0  0.00000000e+00
 289 C2HO+       1  1  0  2  0  1  0  0  0  0  0  0  0  0  0.00000000e+00
 290 C2N2+       1  0  0  2  2  0  0  0  0  0  0  0  0  0  0.00000000e+00
 291 C3N+        1  0  0  3  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 292 C3O+        1  0  0  3  0  1  0  0  0  0  0  0  0  0  0.00000000e+00
 293 C3S+        1  0  0  3  0  0  0  1  0  0  0  0  0  0  0.00000000e+00
 294 CH2Si+      1  2  0  1  0  0  1  0  0  0  0  0  0  0  0.00000000e+00
 295 H2CCl+      1  2  0  1  0  0  0  0  0  0  0  1  0  0  0.00000000e+00
 296 H2CS+       1  2  0  1  0  0  0  1  0  0  0  0  0  0  0.00000000e+00
 297 H2NC+       1  2  0  1  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 298 H2PO+       1  2  0  0  0  1  0  0  0  0  0  0  1  0  0.00000000e+00
 299 H2SiO+      1  2  0  0  0  1  1  0  0  0  0  0  0  0  0.00000000e+00
 300 HOCO+       1  1  0  1  0  2  0  0  0  0  0  0  0  0  0.00000000e+00
 301 HNCO+       1  1  0  1  1  1  0  0  0  0  0  0  0  0  0.00000000e+00
 302 HSiO2+      1  1  0  0  0  2  1  0  0  0  0  0  0  0  0.00000000e+00
 303 HSO2+       1  1  0  0  0  2  0  1  0  0  0  0  0  0  0.00000000e+00
 304 NaH2O+      1  2  0  0  0  1  0  0  0  1  0  0  0  0  0.00000000e+00
 305 NH3+        1  3  0  0  1  0  0  0  0  0  0  0  0  0  0.00000000e+00
 306 PC2H+       1  1  0  2  0  0  0  0  0  0  0  0  1  0  0.00000000e+00
 307 PH3+        1  3  0  0  0  0  0  0  0  0  0  0  1  0  0.00000000e+00
 308 PNH2+       1  2  0  0  1  0  0  0  0  0  0  0  1  0  0.00000000e+00
 309 SiC2H+      1  1  0  2  0  0  1  0  0  0  0  0  0  0  0.00000000e+00
 310 l-SiC3+     1  0  0  3  0  0  1  0  0  0  0  0  0  0  0.00000000e+00
