React1     React2    React3       Prod1      Prod2      Prod3      Prod4      Prod5       A          B          C          errA     errB     errC ty  Tmin   Tmax  fr   num n  n !comment 
C4S        CRP                    CS         C3                                            1.500e+03  0.000e+00  0.000e+00 1.50e+00 0.00e+00 logn  2  -9999   9999  1   130 1  1 
C5         CRP                    C2         C3                                            8.500e+02  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1   131 1  3 
C5         CRP                    C          C4                                            1.500e+02  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1   132 1  3 
HCOOH      CRP                    HCOOH+     e-                                            6.500e+02  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   133 1  1 
HCOOH      CRP                    OH         HCO                                           2.490e+02  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   134 1  1 
CH2NH      CRP                    H2         HCN                                           4.980e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   136 1  1 
CH4        CRP                    H2         CH2                                           2.340e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   137 1  1 
HC3N       CRP                    CN         CCH                                           1.720e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   138 1  1 
HC4N       CRP                    C2         CH         CN                                 2.000e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   144 1  1 
CH3CN      CRP                    CN         CH3                                           4.760e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   145 1  1 
CH3CN      CRP                    CH3CN+     e-                                            2.240e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   146 1  1 
C2H4       CRP                    H2         C2H2                                          3.700e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   147 1  1 
C2H4       CRP                    C2H4+      e-                                            7.800e+02  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   148 1  1 
CH2CCH     CRP                    H          l-C3H2                                        2.500e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   149 1  1 
CH2CCH     CRP                    H          c-C3H2                                        2.500e+03  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1   150 1  1 
C4H2       CRP                    CCH        CCH                                           1.730e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   151 1  1 
C4H2       CRP                    H          C4H                                           1.730e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   152 1  1 
C4H2       CRP                    C4H2+      e-                                            1.120e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   153 1  1 
C5H        CRP                    H          C5                                            5.000e+03  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1   154 1  1 
C5N        CRP                    CN         C4                                            1.750e+03  0.000e+00  0.000e+00 1.50e+00 0.00e+00 logn  2  -9999   9999  1   155 1  1 
C6         CRP                    C2         C4                                            1.000e+02  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1   156 1  3 
C6         CRP                    C3         C3                                            8.000e+02  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1   157 1  3 
C6         CRP                    C          C5                                            1.000e+02  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1   158 1  3 
CH3OH      CRP                    OH         CH3                                           1.500e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   159 1  1 
CH3OH      CRP                    H          H2COH+     e-                                 9.900e+01  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   160 1  1 
CH3OH      CRP                    CH3OH+     e-                                            1.440e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   161 1  1 
C          CRP                    C+         e-                                            1.020e+03  0.000e+00  0.000e+00 2.00e+00 0.00e+00 logn  2  -9999   9999  1   192 1  1 
Fe         CRP                    Fe+        e-                                            1.500e+03  0.000e+00  0.000e+00 1.25e+00 0.00e+00 logn  2  -9999   9999  1   194 1  1 
